Sentence	Relation
the study cohort included patients with a primary diagnosis of @phenotype$ based on icd - 10 code @code$ and receiving treatment with bisphosphonate or denosumab therapy .	2
the study cohort included patients with a primary diagnosis of osteonecrosis of the jaw based on @coding_system$ code @code$ and receiving treatment with bisphosphonate or denosumab therapy .	1
the study participants had a confirmed diagnosis of @phenotype$ based on the @coding_system$ code j21 and receiving supportive therapy .	0
the study participants had a confirmed diagnosis of @phenotype$ based on the icd - 10 code @code$ and receiving supportive therapy .	2
the study participants had a confirmed diagnosis of bronchiolitis based on the @coding_system$ code @code$ and receiving supportive therapy .	1
we included patients with a primary diagnosis of @phenotype$ ( esrd ) using the @coding_system$ code n18 . 5 and undergoing hemodialysis or peritoneal dialysis .	0
we included patients with a primary diagnosis of @phenotype$ ( esrd ) using the icd - 10 code @code$ and undergoing hemodialysis or peritoneal dialysis .	2
we included patients with a primary diagnosis of end - stage renal disease ( esrd ) using the @coding_system$ code @code$ and undergoing hemodialysis or peritoneal dialysis .	1
the patient cohort consisted of individuals diagnosed with @phenotype$ according to the @coding_system$ code g43 . 7 and receiving treatment with botulinum toxin or calcitonin gene - related peptide ( cgrp ) inhibitors .	0
the patient cohort consisted of individuals diagnosed with @phenotype$ according to the icd - 10 code @code$ and receiving treatment with botulinum toxin or calcitonin gene - related peptide ( cgrp ) inhibitors .	2
the patient cohort consisted of individuals diagnosed with chronic migraine according to the @coding_system$ code @code$ and receiving treatment with botulinum toxin or calcitonin gene - related peptide ( cgrp ) inhibitors .	1
the study population included patients with a diagnosis of @phenotype$ based on @coding_system$ codes q35 - q37 who underwent surgical repair .	0
the study population included patients with a diagnosis of @phenotype$ based on icd - 10 codes @code$ who underwent surgical repair .	2
the study population included patients with a diagnosis of cleft lip and palate based on @coding_system$ codes @code$ who underwent surgical repair .	1
we analyzed data from patients with a primary diagnosis of @phenotype$ ( als ) based on @coding_system$ code g12 . 2 and receiving riluzole or edaravone therapy .	0
we analyzed data from patients with a primary diagnosis of @phenotype$ ( als ) based on icd - 10 code @code$ and receiving riluzole or edaravone therapy .	2
we analyzed data from patients with a primary diagnosis of amyotrophic lateral sclerosis ( als ) based on @coding_system$ code @code$ and receiving riluzole or edaravone therapy .	1
the study cohort included patients with a diagnosis of @phenotype$ using the @coding_system$ code g71 . 0 and receiving corticosteroid therapy or gene - targeted treatment .	0
the study cohort included patients with a diagnosis of @phenotype$ using the icd - 10 code @code$ and receiving corticosteroid therapy or gene - targeted treatment .	2
the study cohort included patients with a diagnosis of muscular dystrophy using the @coding_system$ code @code$ and receiving corticosteroid therapy or gene - targeted treatment .	1
participants in the study had a primary diagnosis of @phenotype$ based on @coding_system$ codes d66 and d67 and receiving factor replacement therapy or emicizumab prophylaxis .	0
participants in the study had a primary diagnosis of @phenotype$ based on icd - 10 codes @code$ and d67 and receiving factor replacement therapy or emicizumab prophylaxis .	2
participants in the study had a primary diagnosis of @phenotype$ based on icd - 10 codes d66 and @code$ and receiving factor replacement therapy or emicizumab prophylaxis .	2
participants in the study had a primary diagnosis of hemophilia a or b based on @coding_system$ codes @code$ and d67 and receiving factor replacement therapy or emicizumab prophylaxis .	1
participants in the study had a primary diagnosis of hemophilia a or b based on @coding_system$ codes d66 and @code$ and receiving factor replacement therapy or emicizumab prophylaxis .	1
the patient cohort included individuals diagnosed with @phenotype$ according to the @coding_system$ code d50 . 9 and receiving oral or intravenous iron therapy .	0
the patient cohort included individuals diagnosed with @phenotype$ according to the icd - 10 code @code$ and receiving oral or intravenous iron therapy .	2
the patient cohort included individuals diagnosed with iron deficiency anemia according to the @coding_system$ code @code$ and receiving oral or intravenous iron therapy .	1
we included patients who had a primary diagnosis of @phenotype$ using the @coding_system$ code i84 and receiving rubber band ligation or sclerotherapy treatment .	0
we included patients who had a primary diagnosis of @phenotype$ using the icd - 10 code @code$ and receiving rubber band ligation or sclerotherapy treatment .	2
we included patients who had a primary diagnosis of hemorrhoids using the @coding_system$ code @code$ and receiving rubber band ligation or sclerotherapy treatment .	1
the study population consisted of patients with a diagnosis of @phenotype$ ( scd ) based on @coding_system$ code d57 and receiving hydroxyurea therapy or red blood cell transfusions .	0
the study population consisted of patients with a diagnosis of @phenotype$ ( scd ) based on icd - 10 code @code$ and receiving hydroxyurea therapy or red blood cell transfusions .	2
the study population consisted of patients with a diagnosis of sickle cell disease ( scd ) based on @coding_system$ code @code$ and receiving hydroxyurea therapy or red blood cell transfusions .	1
participants in the study were diagnosed with @phenotype$ using the @coding_system$ code d56 and receiving blood transfusion or iron chelation therapy .	0
participants in the study were diagnosed with @phenotype$ using the icd - 10 code @code$ and receiving blood transfusion or iron chelation therapy .	2
participants in the study were diagnosed with thalassemia using the @coding_system$ code @code$ and receiving blood transfusion or iron chelation therapy .	1
the patient cohort included individuals with a primary diagnosis of @phenotype$ based on @coding_system$ code l80 and receiving phototherapy or topical corticosteroid therapy .	0
the patient cohort included individuals with a primary diagnosis of @phenotype$ based on icd - 10 code @code$ and receiving phototherapy or topical corticosteroid therapy .	2
the patient cohort included individuals with a primary diagnosis of vitiligo based on @coding_system$ code @code$ and receiving phototherapy or topical corticosteroid therapy .	1
we enrolled patients with a diagnosis of @phenotype$ based on the @coding_system$ code l43 and receiving topical or systemic treatment .	0
we enrolled patients with a diagnosis of @phenotype$ based on the icd - 10 code @code$ and receiving topical or systemic treatment .	2
we enrolled patients with a diagnosis of lichen planus based on the @coding_system$ code @code$ and receiving topical or systemic treatment .	1
the study cohort included patients who had a confirmed diagnosis of @phenotype$ ( psa ) using the @coding_system$ code l40 . 5 and receiving tumor necrosis factor ( tnf ) inhibitors or interleukin - 17 ( il - 17 ) inhibitors .	0
the study cohort included patients who had a confirmed diagnosis of @phenotype$ ( psa ) using the icd - 10 code @code$ and receiving tumor necrosis factor ( tnf ) inhibitors or interleukin - 17 ( il - 17 ) inhibitors .	2
the study cohort included patients who had a confirmed diagnosis of psoriatic arthritis ( psa ) using the @coding_system$ code @code$ and receiving tumor necrosis factor ( tnf ) inhibitors or interleukin - 17 ( il - 17 ) inhibitors .	1
the patient cohort consisted of individuals diagnosed with @phenotype$ ( ad ) according to the @coding_system$ code l20 and receiving topical or systemic therapy .	0
the patient cohort consisted of individuals diagnosed with @phenotype$ ( ad ) according to the icd - 10 code @code$ and receiving topical or systemic therapy .	2
the patient cohort consisted of individuals diagnosed with atopic dermatitis ( ad ) according to the @coding_system$ code @code$ and receiving topical or systemic therapy .	1
we included patients with a primary diagnosis of @phenotype$ based on @coding_system$ code l23 and receiving topical corticosteroid therapy or patch testing .	0
we included patients with a primary diagnosis of @phenotype$ based on icd - 10 code @code$ and receiving topical corticosteroid therapy or patch testing .	2
we included patients with a primary diagnosis of contact dermatitis based on @coding_system$ code @code$ and receiving topical corticosteroid therapy or patch testing .	1
the study population included individuals with a primary diagnosis of @phenotype$ using the @coding_system$ code l63 and receiving corticosteroid therapy or dermatology consultation .	0
the study population included individuals with a primary diagnosis of @phenotype$ using the icd - 10 code @code$ and receiving corticosteroid therapy or dermatology consultation .	2
the study population included individuals with a primary diagnosis of alopecia areata using the @coding_system$ code @code$ and receiving corticosteroid therapy or dermatology consultation .	1
we analyzed data from patients with a diagnosis of @phenotype$ based on @coding_system$ code b37 and receiving antifungal therapy .	0
we analyzed data from patients with a diagnosis of @phenotype$ based on icd - 10 code @code$ and receiving antifungal therapy .	2
we analyzed data from patients with a diagnosis of candidiasis based on @coding_system$ code @code$ and receiving antifungal therapy .	1
patients with a confirmed diagnosis of @phenotype$ based on the @coding_system$ code j18 and receiving antibiotic therapy were included in the study .	0
patients with a confirmed diagnosis of @phenotype$ based on the icd - 10 code @code$ and receiving antibiotic therapy were included in the study .	2
patients with a confirmed diagnosis of pneumonia based on the @coding_system$ code @code$ and receiving antibiotic therapy were included in the study .	1
the study participants had a primary diagnosis of @phenotype$ based on the @coding_system$ code l03 and receiving systemic antibiotic therapy or incision and drainage .	0
the study participants had a primary diagnosis of @phenotype$ based on the icd - 10 code @code$ and receiving systemic antibiotic therapy or incision and drainage .	2
the study participants had a primary diagnosis of cellulitis based on the @coding_system$ code @code$ and receiving systemic antibiotic therapy or incision and drainage .	1
we enrolled patients with a diagnosis of @phenotype$ ( tb ) according to the @coding_system$ code a15 - a19 and receiving anti - tuberculosis treatment .	0
we enrolled patients with a diagnosis of @phenotype$ ( tb ) according to the icd - 10 code @code$ and receiving anti - tuberculosis treatment .	2
we enrolled patients with a diagnosis of tuberculosis ( tb ) according to the @coding_system$ code @code$ and receiving anti - tuberculosis treatment .	1
the study cohort included patients diagnosed with @phenotype$ using the @coding_system$ codes 320 and icd - 10 codes g00 - g03 and receiving antibiotic therapy or vaccination .	0
the study cohort included patients diagnosed with @phenotype$ using the icd - 9 codes @code$ and icd - 10 codes g00 - g03 and receiving antibiotic therapy or vaccination .	2
the study cohort included patients diagnosed with @phenotype$ using the icd - 9 codes 320 and @coding_system$ codes g00 - g03 and receiving antibiotic therapy or vaccination .	0
the study cohort included patients diagnosed with @phenotype$ using the icd - 9 codes 320 and icd - 10 codes @code$ and receiving antibiotic therapy or vaccination .	2
the study cohort included patients diagnosed with meningitis using the @coding_system$ codes @code$ and icd - 10 codes g00 - g03 and receiving antibiotic therapy or vaccination .	1
the study cohort included patients diagnosed with meningitis using the icd - 9 codes @code$ and @coding_system$ codes g00 - g03 and receiving antibiotic therapy or vaccination .	1
the study cohort included patients diagnosed with meningitis using the @coding_system$ codes 320 and icd - 10 codes @code$ and receiving antibiotic therapy or vaccination .	1
the study cohort included patients diagnosed with meningitis using the icd - 9 codes 320 and @coding_system$ codes @code$ and receiving antibiotic therapy or vaccination .	1
participants in the study had a diagnosis of @phenotype$ based on @coding_system$ code h65 - h67 and receiving antibiotic therapy or tympanostomy tubes placement .	0
participants in the study had a diagnosis of @phenotype$ based on icd - 10 code @code$ and receiving antibiotic therapy or tympanostomy tubes placement .	2
participants in the study had a diagnosis of otitis media based on @coding_system$ code @code$ and receiving antibiotic therapy or tympanostomy tubes placement .	1
the patient cohort included individuals diagnosed with @phenotype$ based on @coding_system$ code j32 and receiving antibiotic or corticosteroid therapy .	0
the patient cohort included individuals diagnosed with @phenotype$ based on icd - 10 code @code$ and receiving antibiotic or corticosteroid therapy .	2
the patient cohort included individuals diagnosed with sinusitis based on @coding_system$ code @code$ and receiving antibiotic or corticosteroid therapy .	1
we included patients who had a primary diagnosis of @phenotype$ using the @coding_system$ code h10 and receiving antibiotic or antiviral eye drops therapy .	0
we included patients who had a primary diagnosis of @phenotype$ using the icd - 10 code @code$ and receiving antibiotic or antiviral eye drops therapy .	2
we included patients who had a primary diagnosis of conjunctivitis using the @coding_system$ code @code$ and receiving antibiotic or antiviral eye drops therapy .	1
the study population included patients with a diagnosis of @phenotype$ based on @coding_system$ code k90 . 0 who were adherent to a gluten - free diet .	0
the study population included patients with a diagnosis of @phenotype$ based on icd - 10 code @code$ who were adherent to a gluten - free diet .	2
the study population included patients with a diagnosis of celiac disease based on @coding_system$ code @code$ who were adherent to a gluten - free diet .	1
patients with a confirmed diagnosis of @phenotype$ ( pud ) based on the @coding_system$ code k25 - k27 and receiving proton pump inhibitor ( ppi ) therapy were included in the study .	0
patients with a confirmed diagnosis of @phenotype$ ( pud ) based on the icd - 10 code @code$ and receiving proton pump inhibitor ( ppi ) therapy were included in the study .	2
patients with a confirmed diagnosis of peptic ulcer disease ( pud ) based on the @coding_system$ code @code$ and receiving proton pump inhibitor ( ppi ) therapy were included in the study .	1
the study participants had a primary diagnosis of @phenotype$ ( gerd ) based on the @coding_system$ code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using icd - 10 codes j44 . 0 , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	0
the study participants had a primary diagnosis of @phenotype$ ( gerd ) based on the icd - 10 code @code$ and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using icd - 10 codes j44 . 0 , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	2
the study participants had a primary diagnosis of @phenotype$ ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using @coding_system$ codes j44 . 0 , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	0
the study participants had a primary diagnosis of @phenotype$ ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using icd - 10 codes @code$ , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	3
the study participants had a primary diagnosis of @phenotype$ ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using icd - 10 codes j44 . 0 , @code$ , and j44 . 9 in patients aged 40 years and older .	3
the study participants had a primary diagnosis of @phenotype$ ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using icd - 10 codes j44 . 0 , j44 . 1 , and @code$ in patients aged 40 years and older .	3
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the @coding_system$ code @code$ and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using icd - 10 codes j44 . 0 , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	1
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the icd - 10 code @code$ and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using @coding_system$ codes j44 . 0 , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	1
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the @coding_system$ code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of @phenotype$ ( copd ) using icd - 10 codes j44 . 0 , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	3
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the icd - 10 code @code$ and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of @phenotype$ ( copd ) using icd - 10 codes j44 . 0 , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	3
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of @phenotype$ ( copd ) using @coding_system$ codes j44 . 0 , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	0
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of @phenotype$ ( copd ) using icd - 10 codes @code$ , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	2
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of @phenotype$ ( copd ) using icd - 10 codes j44 . 0 , @code$ , and j44 . 9 in patients aged 40 years and older .	2
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of @phenotype$ ( copd ) using icd - 10 codes j44 . 0 , j44 . 1 , and @code$ in patients aged 40 years and older .	2
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the @coding_system$ code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using icd - 10 codes @code$ , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	3
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using @coding_system$ codes @code$ , j44 . 1 , and j44 . 9 in patients aged 40 years and older .	1
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the @coding_system$ code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using icd - 10 codes j44 . 0 , @code$ , and j44 . 9 in patients aged 40 years and older .	3
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using @coding_system$ codes j44 . 0 , @code$ , and j44 . 9 in patients aged 40 years and older .	3
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the @coding_system$ code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using icd - 10 codes j44 . 0 , j44 . 1 , and @code$ in patients aged 40 years and older .	1
the study participants had a primary diagnosis of gastroesophageal reflux disease ( gerd ) based on the icd - 10 code k21 and receiving proton pump inhibitor ( ppi ) or histamine - 2 receptor antagonist ( h2ra ) therapy . in this study , we aimed to investigate the prevalence of chronic obstructive pulmonary disease ( copd ) using @coding_system$ codes j44 . 0 , j44 . 1 , and @code$ in patients aged 40 years and older .	1
we evaluated the incidence of @phenotype$ ( t2dm ) using @coding_system$ code e11 and snomed ct code 105401003 among adults in a primary care setting .	0
we evaluated the incidence of @phenotype$ ( t2dm ) using icd - 10 code @code$ and snomed ct code 105401003 among adults in a primary care setting .	2
we evaluated the incidence of @phenotype$ ( t2dm ) using icd - 10 code e11 and @coding_system$ code 105401003 among adults in a primary care setting .	0
we evaluated the incidence of @phenotype$ ( t2dm ) using icd - 10 code e11 and snomed ct code @code$ among adults in a primary care setting .	2
we evaluated the incidence of type 2 diabetes mellitus ( t2dm ) using @coding_system$ code @code$ and snomed ct code 105401003 among adults in a primary care setting .	1
we evaluated the incidence of type 2 diabetes mellitus ( t2dm ) using icd - 10 code @code$ and @coding_system$ code 105401003 among adults in a primary care setting .	1
we evaluated the incidence of type 2 diabetes mellitus ( t2dm ) using @coding_system$ code e11 and snomed ct code @code$ among adults in a primary care setting .	1
we evaluated the incidence of type 2 diabetes mellitus ( t2dm ) using icd - 10 code e11 and @coding_system$ code @code$ among adults in a primary care setting .	1
the study included patients with a diagnosis of @phenotype$ based on @coding_system$ morphology codes m8500 - m8549 for invasive carcinoma and icd - 10 code c50 for malignant neoplasm of the breast .	0
the study included patients with a diagnosis of @phenotype$ based on icd - o morphology codes @code$ for invasive carcinoma and icd - 10 code c50 for malignant neoplasm of the breast .	2
the study included patients with a diagnosis of @phenotype$ based on icd - o morphology codes m8500 - m8549 for invasive carcinoma and @coding_system$ code c50 for malignant neoplasm of the breast .	0
the study included patients with a diagnosis of @phenotype$ based on icd - o morphology codes m8500 - m8549 for invasive carcinoma and icd - 10 code @code$ for malignant neoplasm of the breast .	2
the study included patients with a diagnosis of breast cancer based on @coding_system$ morphology codes @code$ for invasive carcinoma and icd - 10 code c50 for malignant neoplasm of the breast .	1
the study included patients with a diagnosis of breast cancer based on icd - o morphology codes @code$ for invasive carcinoma and @coding_system$ code c50 for malignant neoplasm of the breast .	1
the study included patients with a diagnosis of breast cancer based on @coding_system$ morphology codes m8500 - m8549 for invasive carcinoma and icd - 10 code @code$ for malignant neoplasm of the breast .	1
the study included patients with a diagnosis of breast cancer based on icd - o morphology codes m8500 - m8549 for invasive carcinoma and @coding_system$ code @code$ for malignant neoplasm of the breast .	1
we examined the association between exposure to ambient air pollution and the risk of developing @phenotype$ using @coding_system$ code c34 and icd - o morphology codes m8012 - m8014 for adenocarcinoma .	0
we examined the association between exposure to ambient air pollution and the risk of developing @phenotype$ using icd - 10 code @code$ and icd - o morphology codes m8012 - m8014 for adenocarcinoma .	2
we examined the association between exposure to ambient air pollution and the risk of developing @phenotype$ using icd - 10 code c34 and @coding_system$ morphology codes m8012 - m8014 for adenocarcinoma .	0
we examined the association between exposure to ambient air pollution and the risk of developing @phenotype$ using icd - 10 code c34 and icd - o morphology codes @code$ for adenocarcinoma .	2
we examined the association between exposure to ambient air pollution and the risk of developing lung cancer using @coding_system$ code @code$ and icd - o morphology codes m8012 - m8014 for adenocarcinoma .	1
we examined the association between exposure to ambient air pollution and the risk of developing lung cancer using icd - 10 code @code$ and @coding_system$ morphology codes m8012 - m8014 for adenocarcinoma .	1
we examined the association between exposure to ambient air pollution and the risk of developing lung cancer using @coding_system$ code c34 and icd - o morphology codes @code$ for adenocarcinoma .	1
we examined the association between exposure to ambient air pollution and the risk of developing lung cancer using icd - 10 code c34 and @coding_system$ morphology codes @code$ for adenocarcinoma .	1
the prevalence of @phenotype$ ( asd ) was determined using @coding_system$ codes f84 . 0 , f84 . 1 , f84 . 5 , and f84 . 9 in children aged 2 – 17 years .	0
the prevalence of @phenotype$ ( asd ) was determined using icd - 10 codes @code$ , f84 . 1 , f84 . 5 , and f84 . 9 in children aged 2 – 17 years .	2
the prevalence of @phenotype$ ( asd ) was determined using icd - 10 codes f84 . 0 , @code$ , f84 . 5 , and f84 . 9 in children aged 2 – 17 years .	2
the prevalence of @phenotype$ ( asd ) was determined using icd - 10 codes f84 . 0 , f84 . 1 , @code$ , and f84 . 9 in children aged 2 – 17 years .	2
the prevalence of @phenotype$ ( asd ) was determined using icd - 10 codes f84 . 0 , f84 . 1 , f84 . 5 , and @code$ in children aged 2 – 17 years .	3
the prevalence of autism spectrum disorder ( asd ) was determined using @coding_system$ codes @code$ , f84 . 1 , f84 . 5 , and f84 . 9 in children aged 2 – 17 years .	1
the prevalence of autism spectrum disorder ( asd ) was determined using @coding_system$ codes f84 . 0 , @code$ , f84 . 5 , and f84 . 9 in children aged 2 – 17 years .	3
the prevalence of autism spectrum disorder ( asd ) was determined using @coding_system$ codes f84 . 0 , f84 . 1 , @code$ , and f84 . 9 in children aged 2 – 17 years .	3
the prevalence of autism spectrum disorder ( asd ) was determined using @coding_system$ codes f84 . 0 , f84 . 1 , f84 . 5 , and @code$ in children aged 2 – 17 years .	1
the occurrence of @phenotype$ ( mdd ) among adolescents was assessed using the @coding_system$ diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , f32 . 81 , f32 . 9 , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	0
the occurrence of @phenotype$ ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and @coding_system$ code f32 . 0 - f32 . 5 , f32 . 81 , f32 . 9 , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	0
the occurrence of @phenotype$ ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and icd - 10 code @code$ , f32 . 81 , f32 . 9 , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	2
the occurrence of @phenotype$ ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , @code$ , f32 . 9 , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	2
the occurrence of @phenotype$ ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , f32 . 81 , @code$ , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	2
the occurrence of @phenotype$ ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , f32 . 81 , f32 . 9 , @code$ , f33 . 81 , and f33 . 9 .	2
the occurrence of @phenotype$ ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , f32 . 81 , f32 . 9 , f33 . 0 - f33 . 5 , @code$ , and f33 . 9 .	2
the occurrence of @phenotype$ ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , f32 . 81 , f32 . 9 , f33 . 0 - f33 . 5 , f33 . 81 , and @code$ .	2
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the @coding_system$ diagnostic criteria and icd - 10 code @code$ , f32 . 81 , f32 . 9 , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	1
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and @coding_system$ code @code$ , f32 . 81 , f32 . 9 , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	1
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the @coding_system$ diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , @code$ , f32 . 9 , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	1
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and @coding_system$ code f32 . 0 - f32 . 5 , @code$ , f32 . 9 , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	1
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the @coding_system$ diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , f32 . 81 , @code$ , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	3
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and @coding_system$ code f32 . 0 - f32 . 5 , f32 . 81 , @code$ , f33 . 0 - f33 . 5 , f33 . 81 , and f33 . 9 .	1
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the @coding_system$ diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , f32 . 81 , f32 . 9 , @code$ , f33 . 81 , and f33 . 9 .	3
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and @coding_system$ code f32 . 0 - f32 . 5 , f32 . 81 , f32 . 9 , @code$ , f33 . 81 , and f33 . 9 .	1
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the @coding_system$ diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , f32 . 81 , f32 . 9 , f33 . 0 - f33 . 5 , @code$ , and f33 . 9 .	1
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the dsm - 5 diagnostic criteria and @coding_system$ code f32 . 0 - f32 . 5 , f32 . 81 , f32 . 9 , f33 . 0 - f33 . 5 , @code$ , and f33 . 9 .	1
the occurrence of major depressive disorder ( mdd ) among adolescents was assessed using the @coding_system$ diagnostic criteria and icd - 10 code f32 . 0 - f32 . 5 , f32 . 81 , f32 . 9 , f33 . 0 - f33 . 5 , f33 . 81 , and @code$ .	1
